"Row.names";"Transect";"Site";"Plant";"Lat_decimal";"Long_decimal";"Altitude_masl";"Clay";"Silt";"Sand";"Herbivory";"Veg_cover";"Gram_cover";"Shrub_cover";"H_comosum_cover";"PrecWorldClim";"PETWorldClim";"AIWorldClim";"MeanTempWorldClim";"TmaxWorldClim";"TminWorldClim";"Endophyte";"Sampling_year_biomass_mg";"Spikes";"X.N";"X.C";"d18OCellulose";"d13Ccellu";"d13CcelluAlt";"X.P";"pH";"ec_dS_cm";"PWA.X";"RhizoX.N";"RhizoX.C";"AMF";"iWUEmes";"d18O_rain";"Big_d18O";"d18O_rain_Ap_Sep";"Big_d18O_Ap_Sep";"d18O_rain_Ap_Sep2013";"Big_d18O_Ap_Sep2013";"RH_Average";"Sample";"OTU_Soil_sample_mgr";"seq_depth_from_Otu_table";"R1_seq_depth";"R2_seq_depth";"sum_Otu";"n_seq";"Richness";"Chao1";"ACE";"Shannon";"InvSimpson";"pielou"
"CC164";3;23;6;-42.00722222;-70.39555556;814;11.98;4.89;83.13;"Intense";35;10;25;0.5;326;1031.4;0.316075238;8.783333333;15.40833333;2.183333333;0;179.5;3;0.3;42.31;29.68;-27.82;-28.106;0.09;6.37;0;5.306;0.07;0.45;38.34978425;42.9549894;-9.007811;39.03947118;-9.758781;39.82744835;-10.548122;40.65697675;53.84077;"CC164";220;5496469;5839532;5842480;16517;7929;408;419.549295774648;427.039302044788;4.80429221777187;51.7375515675804;0.79921455466635
"CC165";3;23;7;-42.00722222;-70.39555556;814;11.98;4.89;83.13;"Intense";35;10;25;0.5;326;1031.4;0.316075238;8.783333333;15.40833333;2.183333333;0;487;10;0.48;42.08;25.18;-26.32;-26.606;0.1;6.23;0;5.239;0.07;0.36;10.24084078;51.38349428;-9.007811;34.49856758;-9.758781;35.28310106;-10.548122;36.10900418;53.84077;"CC165";220;5263344;5707288;5709687;16316;7976;446;469.636363636364;484.933429028641;4.69798602799633;42.6041325955899;0.770121376430758
"CC166";3;23;8;-42.00722222;-70.39555556;814;11.98;4.89;83.13;"Intense";35;10;25;0.5;326;1031.4;0.316075238;8.783333333;15.40833333;2.183333333;0;284.3;3;0.37;43.2;27.88;-25.7;-25.986;0.11;7.02;0;5.224;0.06;0.34;25.35573366;54.85969363;-9.007811;37.22310974;-9.758781;38.00970943;-10.548122;38.83778772;53.84077;"CC166";206;5003024;5482941;5485338;14935;7957;415;423.616279069767;433.76290300972;4.78001491558321;51.1075720334023;0.792931995351848
"CC167";3;24;1;-42.02722222;-70.71833333;751;6.94;4.55;88.51;"Intense";30;10;20;3;424;1019.1;0.41605338;8.775;15.33333333;2.266666667;1;1610;7;0.83;40.37;22.64;-26.76;-26.9767;0.18;6.2;0;4.546;0.06;0.53;44.34978425;49.26758895;-9.007811;31.93547977;-9.758781;32.71806947;-10.548122;33.54192633;57.29089;"CC167";208;26505312;28860620;28872013;81289;7971;525;670.66265060241;682.259293344709;4.86656199684222;59.5173376048561;0.776984281186132
"CC168";3;24;2;-42.02722222;-70.71833333;751;6.94;4.55;88.51;"Intense";30;10;20;3;424;1019.1;0.41605338;8.775;15.33333333;2.266666667;1;353;5;0.88;39.63;28.5;-26.67;-26.8867;0.2;6.57;0.01;4.466;0.06;0.4;13.35573366;49.77285802;-9.007811;37.84874534;-9.758781;38.6358195;-10.548122;39.46439728;57.29089;"CC168";214;18292637;18950339;18959495;54677;7966;469;563.974683544304;577.939657541412;4.74791017590833;55.8419845648864;0.771942255849455
"CC169";3;24;3;-42.02722222;-70.71833333;751;6.94;4.55;88.51;"Intense";30;10;20;3;424;1019.1;0.41605338;8.775;15.33333333;2.266666667;1;1242;4;1.35;38.38;28.38;-26.89;-27.1067;0.2;6.02;0.45;4.466;0.05;0.4;21.42084078;48.53759082;-9.007811;37.72765458;-9.758781;38.51463691;-10.548122;39.34311801;57.29089;"CC169";237;13346385;13913328;13920388;40094;7946;464;576.147058823529;572.02649043704;4.72080700243738;51.9840702398027;0.76887553215079
"CC170";3;24;4;-42.02722222;-70.71833333;751;6.94;4.55;88.51;"Intense";30;10;20;3;424;1019.1;0.41605338;8.775;15.33333333;2.266666667;1;613;5;0.86;42;27.7;-25.95;-26.1667;0.15;6.53;0.01;4.478;0.06;0.42;15.55573366;53.81164843;-9.007811;37.04147359;-9.758781;37.82793554;-10.548122;38.65586882;57.29089;"CC170";243;11377399;11824018;11829272;34092;7968;477;557.727272727273;562.42764003691;4.81459525847748;55.1348771452043;0.780637597903529
"CC171";3;24;5;-42.02722222;-70.71833333;751;6.94;4.55;88.51;"Intense";30;10;20;3;424;1019.1;0.41605338;8.775;15.33333333;2.266666667;1;202;6;0.9;41.61;27.64;-25.07;-25.2867;0.16;6.14;0;4.466;0.06;0.4;27.08573366;58.73984484;-9.007811;36.98092821;-9.758781;37.76734424;-10.548122;38.59522919;57.29089;"CC171";223;19231166;21287182;21298378;57735;7966;528;636;642.705769819406;4.90941518869055;57.3967481557325;0.783113700367053
"CC172";3;24;6;-42.02722222;-70.71833333;751;6.94;4.55;88.51;"Intense";30;10;20;3;424;1019.1;0.41605338;8.775;15.33333333;2.266666667;1;289;6;1.19;41.29;28.36;-25.81;-26.0267;0.17;6.05;0;4.533;0.07;0.51;11.35573366;54.59627536;-9.007811;37.70747279;-9.758781;38.49443981;-10.548122;39.3229048;57.29089;"CC172";235;15337419;15924242;15931809;46170;7987;452;511.206896551724;528.008154135708;4.66986481758246;45.3263499922197;0.76383833510145
"CC173";3;24;7;-42.02722222;-70.71833333;751;6.94;4.55;88.51;"Intense";30;10;20;3;424;1019.1;0.41605338;8.775;15.33333333;2.266666667;1;692;12;1.42;41.32;29.6;-26.59;-26.8067;0.22;6.2;0;4.502;0.06;0.46;11.35573366;50.22190762;-9.007811;38.958744;-9.758781;39.74665995;-10.548122;40.57612391;57.29089;"CC173";209;8739888;9171461;9176635;27063;7986;404;452.243243243243;465.832740899358;4.43749562576412;33.867806777364;0.739408242222984
"CC174";3;24;8;-42.02722222;-70.71833333;751;6.94;4.55;88.51;"Intense";30;10;20;3;424;1019.1;0.41605338;8.775;15.33333333;2.266666667;1;296;8;0.98;41.17;28.31;-25.06;-25.2767;0.18;6.17;0.01;4.484;0.06;0.43;36.49136365;58.79579594;-9.007811;37.6570183;-9.758781;38.44394706;-10.548122;39.27237177;57.29089;"CC174";205;10171410;10873776;10879843;30818;7979;417;470.65625;507.02529206479;4.48189182847581;41.7821070074981;0.742885426082889
"CC175";3;25;1;-42.13722222;-70.99444444;877;2.17;19.03;78.8;"Moderate";55;30;25;3;510;995.4;0.512356841;7.925;14.39166667;1.5;0;560;2;0.8;41.6;29.24;-27.37;-27.7253;0.21;5.9;0;7.866;0.18;1.74;55.72084078;45.14197426;-9.007811;38.59547171;-9.758781;39.38311217;-10.548122;40.2122861;58.61375;"CC175";232;12119548;13431121;13437216;35928;7960;558;696.779069767442;698.493418585314;4.80346323685218;28.2301447203923;0.759517804954501
"CC176";3;25;2;-42.13722222;-70.99444444;877;2.17;19.03;78.8;"Moderate";55;30;25;3;510;995.4;0.512356841;7.925;14.39166667;1.5;0;260;2;0.56;43.5;28.71;-26.92;-27.2753;0.12;6.03;0;7.986;0.21;1.86;19.91978425;47.67127478;-9.007811;38.06065418;-9.758781;38.84788904;-10.548122;39.676636;58.61375;"CC176";209;21035954;22493800;22501959;63917;7852;611;783.485436893204;803.581420481629;5.01657034758764;54.2568505386621;0.781994470156138
"CC177";3;25;3;-42.13722222;-70.99444444;877;2.17;19.03;78.8;"Moderate";55;30;25;3;510;995.4;0.512356841;7.925;14.39166667;1.5;0;260;2;0.33;43.24;28.56;-27.51;-27.8653;0.14;6.1;0;8.431;0.23;2.28;NA;44.35460319;-9.007811;37.90929073;-9.758781;38.6964108;-10.548122;39.52503691;58.61375;"CC177";214;31411898;32228498;32245920;95492;7968;601;804.489130434783;812.637639096666;5.11625628611216;76.0666435032648;0.79959058800521
"CC178";3;25;4;-42.13722222;-70.99444444;877;2.17;19.03;78.8;"Moderate";55;30;25;3;510;995.4;0.512356841;7.925;14.39166667;1.5;0;178;8;0.43;44.78;30.51;-25.42;-25.7753;0.08;6.17;0;8.161;0.22;2.03;15.58188867;56.08540111;-9.007811;39.87701562;-9.758781;40.66562796;-10.548122;41.49582502;58.61375;"CC178";222;20687835;23042537;23052781;63435;7946;585;824.430379746835;796.293598244918;5.01175515634265;63.0323912587727;0.786575716868253
"CC179";3;25;5;-42.13722222;-70.99444444;877;2.17;19.03;78.8;"Moderate";55;30;25;3;510;995.4;0.512356841;7.925;14.39166667;1.5;0;288;5;0.66;42.41;30.92;-27.63;-27.9853;0.11;6.43;0;7.986;0.2;1.86;7.581888672;43.67953317;-9.007811;40.29074239;-9.758781;41.07966849;-10.548122;41.91019586;58.61375;"CC179";225;35120716;36417396;36428677;105662;7973;606;799.424528301887;835.631292537283;5.03707729115562;72.2321850417187;0.786198165426526
"CC180";3;25;6;-42.13722222;-70.99444444;877;2.17;19.03;78.8;"Moderate";55;30;25;3;510;995.4;0.512356841;7.925;14.39166667;1.5;1;180;1;0.99;41.44;30.37;-26.85;-27.2053;0.2;5.9;0;8.14;0.21;2.01;52.73573366;48.06451122;-9.007811;39.73574306;-9.758781;40.52424826;-10.548122;41.35433254;58.61375;"CC180";226;20668872;21991074;22000978;62082;7967;575;709.572815533981;734.133059125356;5.02151677959281;60.392871380957;0.790246200229583
"CC181";3;25;7;-42.13722222;-70.99444444;877;2.17;19.03;78.8;"Moderate";55;30;25;3;510;995.4;0.512356841;7.925;14.39166667;1.5;0;200;5;0.46;44.51;28.58;-26.56;-26.9153;0.11;6.15;0;7.674;0.19;1.54;57.12084078;49.69303088;-9.007811;37.92947252;-9.758781;38.7166079;-10.548122;39.54525012;58.61375;"CC181";225;20657417;21327870;21339005;61305;7975;526;691.0375;697.321998188899;4.87741333967848;56.3080061938198;0.778480263608463
"CC182";3;25;8;-42.13722222;-70.99444444;877;2.17;19.03;78.8;"Moderate";55;30;25;3;510;995.4;0.512356841;7.925;14.39166667;1.5;1;66;4;0.57;43.19;27.25;-27.22;-27.5753;0.14;6.2;0;7.847;0.19;1.72;NA;45.98533453;-9.007811;36.58738323;-9.758781;37.37350081;-10.548122;38.20107156;58.61375;"CC182";230;17396080;18495366;18505030;52332;7969;540;680;692.762730573784;4.95606583576825;68.2720574085522;0.787731283855234
"CC183";1;26;1;-42.66916667;-71.05277778;977;8.65;23.15;68.2;"Moderate";65;30;35;5;442;965.25;0.457912458;7.35;13.65;1.091666667;1;883;3;1.04;41.86;28.05;-26.27;-26.7353;0.3;6.81;0;8.42;0.09;0.41;NA;50.80077123;-9.545988;37.95833784;-10.282383;38.73062613;-11.11047;39.60044961;57.79599;"CC183";228;14084702;15243838;15251144;42600;7966;433;517.825;537.733454537178;4.47656972540677;37.6288136015342;0.737401272461121
"CC184";1;26;2;-42.66916667;-71.05277778;977;8.65;23.15;68.2;"Moderate";65;30;35;5;442;965.25;0.457912458;7.35;13.65;1.091666667;1;130;1;1.31;38.12;27.21;-27.81;-28.2753;0.32;7.07;0;8.375;0.08;0.36;NA;42.14484879;-9.545988;37.11024192;-10.282383;37.8818992;-11.11047;38.75101196;57.79599;"CC184";226;13146126;14225085;14234225;40279;7968;405;526.016129032258;537.013319654174;4.5333526104196;44.4632145108201;0.755069600701927
"CC185";1;26;3;-42.66916667;-71.05277778;977;8.65;23.15;68.2;"Moderate";65;30;35;5;442;965.25;0.457912458;7.35;13.65;1.091666667;1;700;5;0.89;41.65;26.27;-26.04;-26.5053;0.28;6.06;0;8.483;0.11;0.48;NA;52.09118836;-9.545988;36.16118221;-10.282383;36.93213334;-11.11047;37.80045077;57.79599;"CC185";210;6430228;9864445;9869737;19661;7905;400;445.6875;469.947048922988;4.55733098632218;36.70144911023;0.76063722825865
"CC186";1;26;4;-42.66916667;-71.05277778;977;8.65;23.15;68.2;"Moderate";65;30;35;5;442;965.25;0.457912458;7.35;13.65;1.091666667;1;640;11;1.15;42.14;26.02;-26.7;-27.1653;0.19;6.44;0;8.726;0.13;0.74;NA;48.38661551;-9.545988;35.90877271;-10.282383;36.67953604;-11.11047;37.54764195;57.79599;"CC186";224;11765048;12233634;12240505;35988;7971;414;541.368421052632;530.924364896666;4.60385039323929;46.9402999629867;0.764014734684963
"CC190";1;26;8;-42.66916667;-71.05277778;977;8.65;23.15;68.2;"Moderate";65;30;35;5;442;965.25;0.457912458;7.35;13.65;1.091666667;1;430;1;0.63;42.94;25.91;-25.27;-25.7353;0.18;6.37;0;9.359;0.16;1.37;29.35573366;56.40684631;-9.545988;35.79771253;-10.282383;36.56839322;-11.11047;37.43640607;57.79599;"CC190";222;4742505;5096875;5100046;14676;7958;498;534.457142857143;556.356632262291;4.91430345973855;65.5114254917254;0.791276752453988
"CC191";1;27;1;-42.80222222;-71.11972222;863;17.07;12.37;70.56;"Moderate";50;25;25;2;455;977.79;0.465335092;7.891666667;14.11666667;1.708333333;1;850;9;0.41;40.97;26.82;-26.45;-26.7899;0.15;6.45;0;9.757;0.27;2.62;49.33084078;50.43528772;-9.545988;36.71648311;-10.282383;37.4878474;-11.11047;38.35663019;58.3274;"CC191";226;12308776;13406784;13413121;36142;7968;541;675.821428571429;683.269773531504;4.88000649319748;54.3055252380447;0.775414171053281
"CC192";1;27;2;-42.80222222;-71.11972222;863;17.07;12.37;70.56;"Moderate";50;25;25;2;455;977.79;0.465335092;7.891666667;14.11666667;1.708333333;1;800;9;0.88;41.76;25.35;-26.89;-27.2299;0.17;6.43;0;11.161;0.35;3.81;84.22084078;47.9646862;-9.545988;35.23231526;-10.282383;36.00257527;-11.11047;36.8701143;58.3274;"CC192";206;26027783;27023681;27034035;79160;7952;557;719.25;761.960271359899;4.94957397954756;54.1841432838686;0.782842689908644
"CC193";1;27;3;-42.80222222;-71.11972222;863;17.07;12.37;70.56;"Moderate";50;25;25;2;455;977.79;0.465335092;7.891666667;14.11666667;1.708333333;1;200;4;0.74;40.28;28.49;-27.16;-27.4999;0.2;6.1;0;9.009;0.2;1.92;37.27978425;46.44752843;-9.545988;38.40257855;-10.282383;39.17519738;-11.11047;40.04539314;58.3274;"CC193";221;16419180;17493229;17502094;49866;7968;625;828.15625;832.503126548204;5.24365573519463;94.9612820044931;0.814516623270073
"CC194";1;27;4;-42.80222222;-71.11972222;863;17.07;12.37;70.56;"Moderate";50;25;25;2;455;977.79;0.465335092;7.891666667;14.11666667;1.708333333;1;235;4;0.63;40.5;27.46;-27.44;-27.7799;0.19;6.01;0;8.805;0.17;1.72;11.35573366;44.87328956;-9.545988;37.36265142;-10.282383;38.1344965;-11.11047;39.00382078;58.3274;"CC194";220;16475270;17047491;17053154;49809;7979;542;650.75;662.993970314615;4.92024053040832;56.5569816704555;0.781577860138575
"CC195";1;27;5;-42.80222222;-71.11972222;863;17.07;12.37;70.56;"Moderate";50;25;25;2;455;977.79;0.465335092;7.891666667;14.11666667;1.708333333;1;1256;12;1.1;40.25;27.05;-27.31;-27.6499;0.27;6.16;0;8.345;0.14;1.25;61.67978425;45.60429893;-9.545988;36.94869985;-10.282383;37.72023692;-11.11047;38.58921431;58.3274;"CC195";211;11745412;12873219;12878773;36366;7989;486;565.404761904762;585.38433792342;4.8785670561337;60.3215501883155;0.78861987248301
"CC196";1;27;6;-42.80222222;-71.11972222;863;17.07;12.37;70.56;"Moderate";50;25;25;2;455;977.79;0.465335092;7.891666667;14.11666667;1.708333333;1;400;2;1.07;37.37;25.178;-28.18;-28.5199;0.22;5.77;0;8.25;0.14;1.15;45.35573366;40.70843285;-9.545988;35.05865752;-10.282383;35.82878832;-11.11047;36.69618183;58.3274;"CC196";231;10959415;11605195;11611393;33418;7983;489;603.478873239437;607.586014812577;5.02815926137553;86.6175947307688;0.811993688987341
"CC197";1;27;7;-42.80222222;-71.11972222;863;17.07;12.37;70.56;"Moderate";50;25;25;2;455;977.79;0.465335092;7.891666667;14.11666667;1.708333333;1;800;5;0.83;41.66;29.34;-26.97;-27.3099;0.23;5.79;0;8.499;0.13;1.41;53.67978425;47.51524578;-9.545988;39.26077085;-10.282383;40.03402821;-11.11047;40.90494314;58.3274;"CC197";226;11968382;12749780;12756406;36674;7977;556;706.494505494505;718.955302502314;4.87547049508263;49.0717979090369;0.77134143637529
"CC198";1;27;8;-42.80222222;-71.11972222;863;17.07;12.37;70.56;"Moderate";50;25;25;2;455;977.79;0.465335092;7.891666667;14.11666667;1.708333333;1;500;12;0.6;43.62;29.34;-26.9;-27.2399;0.21;6.12;0;8.795;0.17;1.71;43.35573366;47.90851019;-9.545988;39.26077085;-10.282383;40.03402821;-11.11047;40.90494314;58.3274;"CC198";213;11359203;12245519;12251605;34345;7985;533;645.835294117647;655.804317835399;5.10516415370309;82.9147837734156;0.813115669885821
"CC199";4;28;1;-41.10944444;-71.21638889;784;0.05;33.07;66.88;"Moderate";80;30;50;0.1;859;1011;0.849653808;8.408333333;14.28333333;2.55;1;1010;4;1.37;45.05;26.67;-24.39;-24.643;0.14;5.41;0.62;11.894;0.25;2.55;21.35573366;62.32779013;-8.434845;35.40346776;-9.200023;36.20309228;-9.776475;36.80631098;62.01674;"CC199";217;16591653;18270129;18277517;49697;7898;676;889.185840707965;901.620812189516;5.02635917405376;53.5972456600415;0.771364371097806
"CC200";4;28;2;-41.10944444;-71.21638889;784;0.05;33.07;66.88;"Moderate";80;30;50;0.1;859;1011;0.849653808;8.408333333;14.28333333;2.55;1;925;38;1.22;42.65;25.82;-25.32;-25.573;0.15;5.93;0;13.109;0.31;3.39;82.24084078;57.12619095;-8.434845;34.54623716;-9.200023;35.34519965;-9.776475;35.94791893;62.01674;"CC200";216;33503572;35671176;35687619;101835;7893;629;858.640776699029;865.859275192106;4.72466386841982;28.0731968894803;0.733173127643426
"CC201";4;28;3;-41.10944444;-71.21638889;784;0.05;33.07;66.88;"Moderate";80;30;50;0.1;859;1011;0.849653808;8.408333333;14.28333333;2.55;1;760;33;0.78;44.71;26.98;-25.89;-26.143;0.14;6.12;0;13.311;0.33;3.52;57.01978425;53.93320355;-8.434845;35.71610481;-9.200023;36.51597077;-9.776475;37.11937161;62.01674;"CC201";205;19605293;20095188;20105196;59266;7930;666;887.056074766355;892.835842188714;5.01359292988555;52.6347992031739;0.771168980918339
"CC202";4;28;4;-41.10944444;-71.21638889;784;0.05;33.07;66.88;"Moderate";80;30;50;0.1;859;1011;0.849653808;8.408333333;14.28333333;2.55;1;808;32;0.5;44.33;24.11;-24.99;-25.243;0.09;6.2;0;12.281;0.24;2.83;49.01978425;58.97305581;-8.434845;32.82169088;-9.200023;33.61932153;-9.776475;34.2210361;62.01674;"CC202";229;23776469;25034640;25048677;72152;7923;688;948.441176470588;940.018380645161;5.20784433364125;68.1514165205543;0.797063459321789
"CC203";4;28;5;-41.10944444;-71.21638889;784;0.05;33.07;66.88;"Moderate";80;30;50;0.1;859;1011;0.849653808;8.408333333;14.28333333;2.55;1;1050;98;0.85;45.03;27.56;-24.76;-25.013;0.16;6.01;0;14.11;0.38;4.01;52.02573366;60.25952532;-8.434845;36.30103863;-9.200023;37.10135633;-9.776475;37.70509795;62.01674;"CC203";221;10542083;11731979;11733815;31866;7978;617;693.614173228346;719.777213052817;5.18738307547134;75.5376581700107;0.807391256719839
"CC204";4;28;6;-41.10944444;-71.21638889;784;0.05;33.07;66.88;"Moderate";80;30;50;0.1;859;1011;0.849653808;8.408333333;14.28333333;2.55;1;650;15;0.94;41.56;24.76;-25.57;-25.823;0.14;6.04;0;12.94;0.32;3.28;65.57084078;55.7262179;-8.434845;33.47722016;-9.200023;34.27535707;-9.776475;34.87745355;62.01674;"CC204";213;17066615;18076013;18078650;51582;7936;797;1033.38686131387;1045.32533688277;5.37028060040339;60.7305162182438;0.803831374667149
"CC205";4;28;7;-41.10944444;-71.21638889;784;0.05;33.07;66.88;"Moderate";80;30;50;0.1;859;1011;0.849653808;8.408333333;14.28333333;2.55;1;938;34;0.81;43.59;27.91;-24.54;-24.793;0.14;6.14;0;13.248;0.33;3.48;52.34978425;61.48949355;-8.434845;36.65401594;-9.200023;37.45460624;-9.776475;38.0585535;62.01674;"CC205";237;14789494;15944765;15948777;43701;7950;659;800.435114503817;841.277350696161;5.09731427421684;63.853034717704;0.785322968559858
"CC206";4;28;8;-41.10944444;-71.21638889;784;0.05;33.07;66.88;"Moderate";80;30;50;0.1;859;1011;0.849653808;8.408333333;14.28333333;2.55;1;837;11;0.7;44.85;27.83;-25.32;-25.573;0.11;6.37;0;10.808;0.16;1.68;59.72978425;57.12619095;-8.434845;36.57333542;-9.200023;37.3738634;-9.776475;37.97776366;62.01674;"CC206";209;13993882;14955473;14958972;42516;7973;597;792.311111111111;780.44223610536;4.92512574975698;56.1432755226499;0.770524032521895
"CC207";4;29;1;-41.05638889;-71.02555556;960;16.98;18.68;64.34;"Moderate";60;40;20;9;681;990.3;0.687670403;7.633333333;13.66666667;1.641666667;1;934.6;25;0.76;43.19;27.9;-26.43;-26.8766;0.19;6.06;0;9.166;0.09;0.82;18.34978425;49.91683652;-8.434845;36.64393088;-9.200023;37.44451338;-9.776475;38.04845477;59.15598;"CC207";226;8609918;9464815;9466812;25741;7976;502;580.441176470588;614.032168738322;4.76942829697119;53.7290363556206;0.766961728551799
"CC208";4;29;2;-41.05638889;-71.02555556;960;16.98;18.68;64.34;"Moderate";60;40;20;9;681;990.3;0.687670403;7.633333333;13.66666667;1.641666667;1;1200;17;0.76;41.97;28.28;-26.7;-27.1466;0.23;6.99;0;9.008;0.08;0.65;29.67978425;48.40078033;-8.434845;37.02716338;-9.200023;37.82804186;-9.776475;38.43220651;59.15598;"CC208";208;5062862;5647867;5648844;15270;7978;574;622.529411764706;633.941242875893;5.22575359647441;89.5690507283903;0.822612696327285
"CC209";4;29;3;-41.05638889;-71.02555556;960;16.98;18.68;64.34;"Moderate";60;40;20;9;681;990.3;0.687670403;7.633333333;13.66666667;1.641666667;1;1520;23;0.68;44.19;26.906;-25.6;-26.0466;0.2;6.04;0;9.289;0.11;0.95;3.679784253;54.57204191;-8.434845;35.64147532;-9.200023;36.44128365;-9.776475;37.04464101;59.15598;"CC209";214;6414577;7062206;7064005;19130;7985;442;499.810810810811;511.007654446447;4.83392140172482;63.3449985346057;0.793576668287315
"CC210";4;29;4;-41.05638889;-71.02555556;960;16.98;18.68;64.34;"Moderate";60;40;20;9;681;990.3;0.687670403;7.633333333;13.66666667;1.641666667;1;1179.4;31;0.72;42.56;21.34;-27.14;-27.5866;0.16;5.85;0;9.204;0.1;0.86;56.34978425;45.92836636;-8.434845;30.0281276;-9.200023;30.82360084;-9.776475;31.4236879;59.15598;"CC210";204;7156610;7757375;7759265;21293;7975;618;713.825242718447;722.65483055548;5.2381865806464;85.4680539411002;0.815093128280296
"CC211";4;29;5;-41.05638889;-71.02555556;960;16.98;18.68;64.34;"Moderate";60;40;20;9;681;990.3;0.687670403;7.633333333;13.66666667;1.641666667;1;1164.6;36;0.51;42.98;28.24;-26.43;-26.8766;0.14;6.26;0;9.157;0.09;0.81;38.35573366;49.91683652;-8.434845;36.98682312;-9.200023;37.78767044;-9.776475;38.39181159;59.15598;"CC211";242;8400326;9214706;9217172;25162;7979;503;583.361445783132;590.018055085048;4.71417208633351;41.6973290289706;0.757833574858047
"CC212";4;29;6;-41.05638889;-71.02555556;960;16.98;18.68;64.34;"Moderate";60;40;20;9;681;990.3;0.687670403;7.633333333;13.66666667;1.641666667;1;853;12;0.63;43.42;26.24;-26.97;-27.4166;0.16;6.31;0;9.308;0.1;0.97;48.34978425;46.8838824;-8.434845;34.96980993;-9.200023;35.76909954;-9.776475;36.37206559;59.15598;"CC212";226;8465876;9371794;9373152;25627;7974;597;705.672897196262;730.251945081686;5.15959029713662;81.9762005445769;0.807205444877568
"CC213";4;29;7;-41.05638889;-71.02555556;960;16.98;18.68;64.34;"Moderate";60;40;20;9;681;990.3;0.687670403;7.633333333;13.66666667;1.641666667;1;1020.8;40;0.92;43.56;28.41;-26.05;-26.4966;0.19;5.57;0;9.56;0.12;1.23;NA;52.04912056;-8.434845;37.15826924;-9.200023;37.95924896;-9.776475;38.56349;59.15598;"CC213";219;7920992;8868366;8870764;23982;7983;565;657.4;670.316195184029;5.12462887611218;74.2107850158428;0.808705982069834
"CC214";4;29;8;-41.05638889;-71.02555556;960;16.98;18.68;64.34;"Moderate";60;40;20;9;681;990.3;0.687670403;7.633333333;13.66666667;1.641666667;1;828;14;0.87;43.47;26.49;-24.91;-25.3566;0.21;5.85;0;9.55;0.14;1.22;51.01978425;58.43599652;-8.434845;35.22193658;-9.200023;36.0214209;-9.776475;36.62453384;59.15598;"CC214";206;6862110;7586248;7588202;20346;7962;628;688.114503816794;718.13171318863;5.28423812018668;69.3347376710306;0.820210349279591
"CC215";4;30;1;-41.12583333;-70.73472222;954;0.04;22.69;77.27;"Intense";50;25;25;5;516;1012.2;0.509780676;8.091666667;14.38333333;1.833333333;1;1066;12;1.28;42.08;26.16;-26.77;-27.21;0.21;7.22;0.01;8.282;0.16;1.61;41.67978425;48.01956103;-8.434845;34.8891294;-9.200023;35.6883567;-9.776475;36.29127575;56.07213;"CC215";213;18917481;20658717;20664687;55470;7950;566;751.031578947368;752.267909257716;4.68736000018823;37.5695931350229;0.739495216503431
"CC216";4;30;2;-41.12583333;-70.73472222;954;0.04;22.69;77.27;"Intense";50;25;25;5;516;1012.2;0.509780676;8.091666667;14.38333333;1.833333333;1;1141;15;1.2;42.85;27.17;-26.53;-26.97;0.22;7.62;0.01;8.716;0.21;2.04;35.35573366;49.36738371;-8.434845;35.90772106;-9.200023;36.70773501;-9.776475;37.31124748;56.07213;"CC216";219;25705167;27741540;27747313;76703;7915;517;655.779069767442;660.456790779915;4.69900924588941;49.1339608746154;0.752076984788474
"CC217";4;30;3;-41.12583333;-70.73472222;954;0.04;22.69;77.27;"Intense";50;25;25;5;516;1012.2;0.509780676;8.091666667;14.38333333;1.833333333;1;340;7;1.03;39.48;24.39;-24.91;-25.35;0.22;6.75;0;9.001;0.22;2.3;NA;58.44782482;-8.434845;33.10407272;-9.200023;33.90192146;-9.776475;34.50380054;56.07213;"CC217";230;15567373;16572137;16576745;47145;7960;590;767.459183673469;786.68200300807;4.96072632941702;56.4132881278669;0.777528378291546
"CC218";4;30;4;-41.12583333;-70.73472222;954;0.04;22.69;77.27;"Intense";50;25;25;5;516;1012.2;0.509780676;8.091666667;14.38333333;1.833333333;1;1017;35;0.82;43.49;25.04;-26.53;-26.97;0.21;6.77;0.045;9.209;0.26;2.48;72.24084078;49.36738371;-8.434845;33.75960201;-9.200023;34.557957;-9.776475;35.16021799;56.07213;"CC218";211;29563044;31660370;31665837;88144;7950;539;679;701.008256756678;4.76244968169556;43.3949581447467;0.757180452439328
"CC219";4;30;5;-41.12583333;-70.73472222;954;0.04;22.69;77.27;"Intense";50;25;25;5;516;1012.2;0.509780676;8.091666667;14.38333333;1.833333333;1;414;15;1;42.33;24.85;-27.21;-27.65;0.17;6.4;0;8.398;0.18;1.73;19.14084078;45.5468247;-8.434845;33.56798576;-9.200023;34.36619276;-9.776475;34.96834212;56.07213;"CC219";212;13890031;15201474;15204605;41623;7955;588;728.972222222222;760.094069428816;4.94308444563517;56.9757752662101;0.775175805083531
"CC220";4;30;6;-41.12583333;-70.73472222;954;0.04;22.69;77.27;"Intense";50;25;25;5;516;1012.2;0.509780676;8.091666667;14.38333333;1.833333333;1;904;14;0.49;43.1;27.03;-25.81;-26.25;0.08;6.53;0;7.56;0.08;0.76;24.70978425;53.40686541;-8.434845;35.76653014;-9.200023;36.56643504;-9.776475;37.16986526;56.07213;"CC220";208;24174791;25033323;25039131;73726;7972;656;888.762886597938;874.318748284497;5.1165307838121;66.2857452778039;0.788838104743475
